
		########################################
		#    ADC to memory transfer via DMA.   #
		########################################

Buffer 1:
========

 Index 	  Address         Value(h)        Value(d)     voltage (mV)
   98	 0x20000d74       0x00008328        33576           1690
   99	 0x20000d78       0x00008b00        35584           1791
   100	 0x20000d7c       0x00009340        37696           1898
   101	 0x20000d80       0x0000977c        38780           1952
   102	 0x20000d84       0x0000875b        34651           1744
   103	 0x20000d88       0x00007993        31123           1567
   104	 0x20000d8c       0x000065db        26075           1312
   105	 0x20000d90       0x00006bb7        27575           1388
   106	 0x20000d94       0x0000783b        30779           1549
   107	 0x20000d98       0x00006ba5        27557           1387
   108	 0x20000d9c       0x000078ef        30959           1558
   109	 0x20000da0       0x0000670e        26382           1328
   110	 0x20000da4       0x000061f9        25081           1262
   111	 0x20000da8       0x000051e8        20968           1055
   112	 0x20000dac       0x00004543        17731           892
   113	 0x20000db0       0x000053dd        21469           1081
   114	 0x20000db4       0x0000634c        25420           1279
   115	 0x20000db8       0x00007449        29769           1498
   116	 0x20000dbc       0x00007cac        31916           1607
   117	 0x20000dc0       0x00008168        33128           1668
   118	 0x20000dc4       0x00006c23        27683           1393
   119	 0x20000dc8       0x00007728        30504           1535
   120	 0x20000dcc       0x00006eec        28396           1429
   121	 0x20000dd0       0x000068d8        26840           1351
   122	 0x20000dd4       0x00005a09        23049           1160
   123	 0x20000dd8       0x00004b5e        19294           971
   124	 0x20000ddc       0x00005f68        24424           1229
   125	 0x20000de0       0x00005a2a        23082           1162
   126	 0x20000de4       0x00004c2f        19503           982
   127	 0x20000de8       0x00005c33        23603           1188
   128	 0x20000dec       0x00006ad8        27352           1377
   129	 0x20000df0       0x00007b18        31512           1586
   130	 0x20000df4       0x000086a8        34472           1735
   131	 0x20000df8       0x00007b73        31603           1591
   132	 0x20000dfc       0x00008508        34056           1714
   133	 0x20000e00       0x000085d8        34264           1725
   134	 0x20000e04       0x00007dd0        32208           1621
   135	 0x20000e08       0x00007ed8        32472           1635
   136	 0x20000e0c       0x000073e8        29672           1494
   137	 0x20000e10       0x00007db6        32182           1620
   138	 0x20000e14       0x00007f50        32592           1641
   139	 0x20000e18       0x000074bc        29884           1504
   140	 0x20000e1c       0x00007a6c        31340           1578
   141	 0x20000e20       0x00008880        34944           1759
   142	 0x20000e24       0x000074a4        29860           1503
   143	 0x20000e28       0x00007bd8        31704           1596
   144	 0x20000e2c       0x000086d8        34520           1738
   145	 0x20000e30       0x000078bc        30908           1556
   146	 0x20000e34       0x00006880        26752           1347
   147	 0x20000e38       0x00005ca8        23720           1194
   148	 0x20000e3c       0x000067d0        26576           1338
   149	 0x20000e40       0x00005ff5        24565           1236
   150	 0x20000e44       0x00005798        22424           1129
   151	 0x20000e48       0x000051b8        20920           1053
   152	 0x20000e4c       0x00004788        18312           922
   153	 0x20000e50       0x0000456c        17772           894
   154	 0x20000e54       0x00005300        21248           1069
   155	 0x20000e58       0x00006638        26168           1317
   156	 0x20000e5c       0x00006a48        27208           1370
   157	 0x20000e60       0x00005985        22917           1153
   158	 0x20000e64       0x00004c98        19608           987
   159	 0x20000e68       0x00005c3d        23613           1189
   160	 0x20000e6c       0x00006a9a        27290           1374
   161	 0x20000e70       0x00007ae8        31464           1584
   162	 0x20000e74       0x000088f8        35064           1765
   163	 0x20000e78       0x0000725d        29277           1474
   164	 0x20000e7c       0x000080de        32990           1661
   165	 0x20000e80       0x00007011        28689           1444
   166	 0x20000e84       0x000064d8        25816           1299
   167	 0x20000e88       0x00006e9c        28316           1425
   168	 0x20000e8c       0x000067bf        26559           1337
   169	 0x20000e90       0x00005ed8        24280           1222
   170	 0x20000e94       0x00005d70        23920           1204
   171	 0x20000e98       0x00006590        26000           1309
   172	 0x20000e9c       0x00006c3d        27709           1395
   173	 0x20000ea0       0x000076ea        30442           1532
   174	 0x20000ea4       0x00006e4e        28238           1421
   175	 0x20000ea8       0x00006c28        27688           1394
   176	 0x20000eac       0x00007671        30321           1526
   177	 0x20000eb0       0x00006f3c        28476           1433
   178	 0x20000eb4       0x00006768        26472           1332
   179	 0x20000eb8       0x00005fe7        24551           1236
   180	 0x20000ebc       0x00005ab8        23224           1169
   181	 0x20000ec0       0x00006c88        27784           1399
   182	 0x20000ec4       0x00007367        29543           1487
   183	 0x20000ec8       0x00008178        33144           1668
   184	 0x20000ecc       0x00006ba7        27559           1387
   185	 0x20000ed0       0x00007a3f        31295           1575
   186	 0x20000ed4       0x00008798        34712           1747
   187	 0x20000ed8       0x00007753        30547           1538
   188	 0x20000edc       0x00006f70        28528           1436
   189	 0x20000ee0       0x000066c4        26308           1324
   190	 0x20000ee4       0x000062b8        25272           1272
   191	 0x20000ee8       0x000072d3        29395           1480
   192	 0x20000eec       0x000080f8        33016           1662
   193	 0x20000ef0       0x00006e7b        28283           1424
   194	 0x20000ef4       0x000068dc        26844           1351
   195	 0x20000ef8       0x00005a32        23090           1162
   196	 0x20000efc       0x00004b8f        19343           973
   197	 0x20000f00       0x00005f51        24401           1228
   198	 0x20000f04       0x00005b58        23384           1177
   199	 0x20000f08       0x00006c1f        27679           1393
   200	 0x20000f0c       0x000076f7        30455           1533
   201	 0x20000f10       0x00006fcd        28621           1441
   202	 0x20000f14       0x00006658        26200           1319
   203	 0x20000f18       0x00006314        25364           1277
   204	 0x20000f1c       0x000072bb        29371           1478
   205	 0x20000f20       0x000080db        32987           1661
   206	 0x20000f24       0x00006f1b        28443           1432
   207	 0x20000f28       0x000067ea        26602           1339
   208	 0x20000f2c       0x00005f38        24376           1227
   209	 0x20000f30       0x00005978        22904           1153
   210	 0x20000f34       0x00004ce0        19680           990
   211	 0x20000f38       0x00005b68        23400           1178
   212	 0x20000f3c       0x00006c1c        27676           1393
   213	 0x20000f40       0x00007668        30312           1526
   214	 0x20000f44       0x0000709a        28826           1451
   215	 0x20000f48       0x0000633c        25404           1279
   216	 0x20000f4c       0x00007447        29767           1498
   217	 0x20000f50       0x00007bc8        31688           1595
   218	 0x20000f54       0x000083f8        33784           1701
   219	 0x20000f58       0x0000894c        35148           1769
   220	 0x20000f5c       0x000073f2        29682           1494
   221	 0x20000f60       0x00007e80        32384           1630
   222	 0x20000f64       0x000073f1        29681           1494
   223	 0x20000f68       0x00007dba        32186           1620
   224	 0x20000f6c       0x000080fc        33020           1662
   225	 0x20000f70       0x00006d7c        28028           1411
   226	 0x20000f74       0x00007158        29016           1461
   227	 0x20000f78       0x00006092        24722           1244
   228	 0x20000f7c       0x000054d9        21721           1093
   229	 0x20000f80       0x000062cf        25295           1273
   230	 0x20000f84       0x000074cc        29900           1505
   231	 0x20000f88       0x00007940        31040           1562
   232	 0x20000f8c       0x000067a6        26534           1336
   233	 0x20000f90       0x00005fd2        24530           1235
   234	 0x20000f94       0x00005a58        23128           1164
   235	 0x20000f98       0x00004a91        19089           961
   236	 0x20000f9c       0x00003b7a        15226           766
   237	 0x20000fa0       0x00005285        21125           1063
   238	 0x20000fa4       0x000044a0        17568           884
   239	 0x20000fa8       0x00005508        21768           1096
   240	 0x20000fac       0x0000616d        24941           1255
   241	 0x20000fb0       0x00005278        21112           1063
   242	 0x20000fb4       0x0000450a        17674           889
   243	 0x20000fb8       0x000053c5        21445           1079
   244	 0x20000fbc       0x000063ad        25517           1284
   245	 0x20000fc0       0x000072a7        29351           1477
   246	 0x20000fc4       0x00008169        33129           1668
   247	 0x20000fc8       0x00006d5a        27994           1409
   248	 0x20000fcc       0x00007319        29465           1483
   249	 0x20000fd0       0x00007f80        32640           1643
   250	 0x20000fd4       0x000072f4        29428           1481
   251	 0x20000fd8       0x000080d6        32982           1660
   252	 0x20000fdc       0x00006ef2        28402           1430
   253	 0x20000fe0       0x00006814        26644           1341
   254	 0x20000fe4       0x00005d34        23860           1201
   255	 0x20000fe8       0x0000682a        26666           1342
   256	 0x20000fec       0x00005e9f        24223           1219
   257	 0x20000ff0       0x00005c3f        23615           1189
   258	 0x20000ff4       0x00006a38        27192           1369
   259	 0x20000ff8       0x000056bc        22204           1118
   260	 0x20000ffc       0x00005654        22100           1112
   261	 0x20001000       0x00005dd4        24020           1209
   262	 0x20001004       0x00006428        25640           1291
   263	 0x20001008       0x00007143        28995           1460
   264	 0x2000100c       0x00006018        24600           1238
   265	 0x20001010       0x00005a04        23044           1160
   266	 0x20001014       0x00004b54        19284           971
   267	 0x20001018       0x00005e38        24120           1214
   268	 0x2000101c       0x00006478        25720           1295
   269	 0x20001020       0x00006eb7        28343           1427
   270	 0x20001024       0x00006ab8        27320           1375
   271	 0x20001028       0x00007a6b        31339           1578
   272	 0x2000102c       0x00008700        34560           1740
   273	 0x20001030       0x00007a80        31360           1579
   274	 0x20001034       0x00008947        35143           1769
   275	 0x20001038       0x00007318        29464           1483
   276	 0x2000103c       0x00008178        33144           1668
   277	 0x20001040       0x000069f9        27129           1366
   278	 0x20001044       0x000059a0        22944           1155
   279	 0x20001048       0x00004d03        19715           992
   280	 0x2000104c       0x0000590f        22799           1148
   281	 0x20001050       0x00004e57        20055           1009
   282	 0x20001054       0x000056dc        22236           1119
   283	 0x20001058       0x00005643        22083           1111
   284	 0x2000105c       0x00005df3        24051           1211
   285	 0x20001060       0x000063d8        25560           1287
   286	 0x20001064       0x00007208        29192           1469
   287	 0x20001068       0x00005ed0        24272           1222
   288	 0x2000106c       0x00005c88        23688           1192
   289	 0x20001070       0x000069b1        27057           1362
   290	 0x20001074       0x000057ac        22444           1130
   291	 0x20001078       0x0000534f        21327           1073
   292	 0x2000107c       0x000066d9        26329           1325
   293	 0x20001080       0x00006258        25176           1267
   294	 0x20001084       0x000050b0        20656           1040
   295	 0x20001088       0x00004878        18552           934
   296	 0x2000108c       0x000044d1        17617           887
   297	 0x20001090       0x0000563a        22074           1111
   298	 0x20001094       0x00005d7c        23932           1205
   299	 0x20001098       0x000065c5        26053           1311
   300	 0x2000109c       0x00006b3c        27452           1382
   301	 0x200010a0       0x00007b65        31589           1590
   302	 0x200010a4       0x0000867a        34426           1733
   303	 0x200010a8       0x000079e0        31200           1571
   304	 0x200010ac       0x00006688        26248           1321
   305	 0x200010b0       0x00006228        25128           1265
   306	 0x200010b4       0x00005338        21304           1072
   307	 0x200010b8       0x0000656b        25963           1307
   308	 0x200010bc       0x00006b73        27507           1385
   309	 0x200010c0       0x00007a1f        31263           1574
   310	 0x200010c4       0x000089a3        35235           1774
   311	 0x200010c8       0x00007368        29544           1487
   312	 0x200010cc       0x00007f10        32528           1637
   313	 0x200010d0       0x00007150        29008           1460
   314	 0x200010d4       0x000061e4        25060           1261
   315	 0x200010d8       0x000052f3        21235           1069
   316	 0x200010dc       0x00006799        26521           1335
   317	 0x200010e0       0x00005e9a        24218           1219
   318	 0x200010e4       0x00005abf        23231           1169
   319	 0x200010e8       0x00006faf        28591           1439
   320	 0x200010ec       0x000066b8        26296           1324
   321	 0x200010f0       0x00006092        24722           1244
   322	 0x200010f4       0x000055c1        21953           1105
   323	 0x200010f8       0x00005e78        24184           1217
   324	 0x200010fc       0x00005d7e        23934           1205
   325	 0x20001100       0x00006618        26136           1316
   326	 0x20001104       0x00006942        26946           1356
   327	 0x20001108       0x00005b40        23360           1176
   328	 0x2000110c       0x00006cf7        27895           1404
   329	 0x20001110       0x00007598        30104           1515
   330	 0x20001114       0x000078f8        30968           1559
   331	 0x20001118       0x00006698        26264           1322
   332	 0x2000111c       0x00006329        25385           1278
   333	 0x20001120       0x0000740c        29708           1495
   334	 0x20001124       0x00007de8        32232           1623
   335	 0x20001128       0x00008024        32804           1651
   336	 0x2000112c       0x00006dcd        28109           1415
   337	 0x20001130       0x000073f8        29688           1494
   338	 0x20001134       0x00007ea8        32424           1632
   339	 0x20001138       0x000072d8        29400           1480
   340	 0x2000113c       0x000081af        33199           1671
   341	 0x20001140       0x00006ba0        27552           1387
   342	 0x20001144       0x00007aa8        31400           1581
   343	 0x20001148       0x000087c8        34760           1750
   344	 0x2000114c       0x00007663        30307           1526
   345	 0x20001150       0x000070e4        28900           1455
   346	 0x20001154       0x0000626e        25198           1268
   347	 0x20001158       0x00005250        21072           1061
   348	 0x2000115c       0x0000440a        17418           877
   349	 0x20001160       0x00005563        21859           1100
   350	 0x20001164       0x00006106        24838           1250
   351	 0x20001168       0x00005521        21793           1097
   352	 0x2000116c       0x00005fd8        24536           1235
   353	 0x20001170       0x000058f4        22772           1146
   354	 0x20001174       0x00004d00        19712           992
   355	 0x20001178       0x00005b52        23378           1177
   356	 0x2000117c       0x00006d78        28024           1411
   357	 0x20001180       0x00007156        29014           1460
   358	 0x20001184       0x000060a3        24739           1245
   359	 0x20001188       0x00005538        21816           1098
   360	 0x2000118c       0x00006195        24981           1257
   361	 0x20001190       0x00005343        21315           1073
   362	 0x20001194       0x0000649d        25757           1296
   363	 0x20001198       0x00006f24        28452           1432
   364	 0x2000119c       0x000067b8        26552           1336
   365	 0x200011a0       0x00006058        24664           1241
   366	 0x200011a4       0x000057d0        22480           1131
   367	 0x200011a8       0x00005079        20601           1037
   368	 0x200011ac       0x00004b38        19256           969
   369	 0x200011b0       0x0000605f        24671           1242
   370	 0x200011b4       0x000056f2        22258           1120
   371	 0x200011b8       0x00005526        21798           1097
   372	 0x200011bc       0x00005f78        24440           1230
   373	 0x200011c0       0x00005a60        23136           1164
   374	 0x200011c4       0x00004b4a        19274           970
   375	 0x200011c8       0x00005e83        24195           1218
   376	 0x200011cc       0x00005caa        23722           1194
   377	 0x200011d0       0x000066dc        26332           1325
   378	 0x200011d4       0x00006408        25608           1289
   379	 0x200011d8       0x000070a8        28840           1452
   380	 0x200011dc       0x000060ca        24778           1247
   381	 0x200011e0       0x00005622        22050           1110
   382	 0x200011e4       0x00005d80        23936           1205
   383	 0x200011e8       0x000067b8        26552           1336
   384	 0x200011ec       0x00005ef8        24312           1224
   385	 0x200011f0       0x00005909        22793           1147
   386	 0x200011f4       0x00004fbc        20412           1027
   387	 0x200011f8       0x00004bd8        19416           977
   388	 0x200011fc       0x00005d0d        23821           1199
   389	 0x20001200       0x000067ad        26541           1336
   390	 0x20001204       0x00005e48        24136           1215
   391	 0x20001208       0x000065f8        26104           1314
   392	 0x2000120c       0x00006b31        27441           1381
   393	 0x20001210       0x00007928        31016           1561
   394	 0x20001214       0x00006793        26515           1335
   395	 0x20001218       0x00005f8c        24460           1231
   396	 0x2000121c       0x00005b22        23330           1174
   397	 0x20001220       0x00006caf        27823           1400
   398	 0x20001224       0x00007388        29576           1489
   399	 0x20001228       0x00008018        32792           1651
   400	 0x2000122c       0x00006ed8        28376           1428
   401	 0x20001230       0x000069da        27098           1364
   402	 0x20001234       0x00005838        22584           1137
   403	 0x20001238       0x00004f8e        20366           1025
   404	 0x2000123c       0x00004d98        19864           1000
   405	 0x20001240       0x00005959        22873           1151
   406	 0x20001244       0x00004e11        19985           1006
   407	 0x20001248       0x00005718        22296           1122
   408	 0x2000124c       0x00005278        21112           1063
   409	 0x20001250       0x00004522        17698           891
   410	 0x20001254       0x000053c8        21448           1079
   411	 0x20001258       0x000063b6        25526           1285
   412	 0x2000125c       0x000072a1        29345           1477
   413	 0x20001260       0x000080ce        32974           1660
   414	 0x20001264       0x00006f48        28488           1434
   415	 0x20001268       0x000066fb        26363           1327
   416	 0x2000126c       0x00006079        24697           1243
   417	 0x20001270       0x000055d4        21972           1106
   418	 0x20001274       0x00005e27        24103           1213
   419	 0x20001278       0x0000667c        26236           1321
   420	 0x2000127c       0x00006240        25152           1266
   421	 0x20001280       0x00004f8f        20367           1025
   422	 0x20001284       0x00004de8        19944           1004
   423	 0x20001288       0x000057e0        22496           1132
   424	 0x2000128c       0x0000519e        20894           1052
   425	 0x20001290       0x00004715        18197           916
   426	 0x20001294       0x000045de        17886           900
   427	 0x20001298       0x0000534a        21322           1073
   428	 0x2000129c       0x000066e0        26336           1326
   429	 0x200012a0       0x00006058        24664           1241
   430	 0x200012a4       0x000057d8        22488           1132
   431	 0x200012a8       0x0000515a        20826           1048
   432	 0x200012ac       0x0000485c        18524           932
   433	 0x200012b0       0x000043ea        17386           875
   434	 0x200012b4       0x000056b8        22200           1117
   435	 0x200012b8       0x00005514        21780           1096
   436	 0x200012bc       0x00006072        24690           1243
   437	 0x200012c0       0x00005803        22531           1134
   438	 0x200012c4       0x000052b8        21176           1066
   439	 0x200012c8       0x0000657f        25983           1308
   440	 0x200012cc       0x00006cf9        27897           1404
   441	 0x200012d0       0x000074cd        29901           1505
   442	 0x200012d4       0x00007ba8        31656           1594
   443	 0x200012d8       0x00008582        34178           1720
   444	 0x200012dc       0x000083c4        33732           1698
   445	 0x200012e0       0x00008bda        35802           1802
   446	 0x200012e4       0x00008ff8        36856           1855
   447	 0x200012e8       0x00007c30        31792           1600
   448	 0x200012ec       0x00008278        33400           1681
   449	 0x200012f0       0x00008cd8        36056           1815
   450	 0x200012f4       0x00008d8b        36235           1824
   451	 0x200012f8       0x00008c88        35976           1811
   452	 0x200012fc       0x00008d58        36184           1822
   453	 0x20001300       0x00008b35        35637           1794
   454	 0x20001304       0x00009279        37497           1888
   455	 0x20001308       0x00009b2f        39727           2000
   456	 0x2000130c       0x0000a118        41240           2076
   457	 0x20001310       0x00008588        34184           1721
   458	 0x20001314       0x00008537        34103           1717
   459	 0x20001318       0x00008698        34456           1734
   460	 0x2000131c       0x00007a61        31329           1577
   461	 0x20001320       0x000089dc        35292           1777
   462	 0x20001324       0x00009422        37922           1909
   463	 0x20001328       0x00009658        38488           1938
   464	 0x2000132c       0x00008948        35144           1769
   465	 0x20001330       0x0000723d        29245           1472
   466	 0x20001334       0x000082a3        33443           1683
   467	 0x20001338       0x00008d23        36131           1819
   468	 0x2000133c       0x00008dbc        36284           1827
   469	 0x20001340       0x000083ea        33770           1700
   470	 0x20001344       0x00008956        35158           1770
   471	 0x20001348       0x00007347        29511           1485
   472	 0x2000134c       0x00008080        32896           1656
   473	 0x20001350       0x00006dfa        28154           1417
   474	 0x20001354       0x00007351        29521           1486
   475	 0x20001358       0x00007e40        32320           1627
   476	 0x2000135c       0x0000759d        30109           1516
   477	 0x20001360       0x000079d8        31192           1570
   478	 0x20001364       0x000065ac        26028           1310
   479	 0x20001368       0x00006c84        27780           1398
   480	 0x2000136c       0x000073d8        29656           1493
   481	 0x20001370       0x00007fcc        32716           1647
   482	 0x20001374       0x0000726c        29292           1474
   483	 0x20001378       0x00008168        33128           1668
   484	 0x2000137c       0x00006c18        27672           1393
   485	 0x20001380       0x00007718        30488           1535
   486	 0x20001384       0x00006eea        28394           1429
   487	 0x20001388       0x00006920        26912           1355
   488	 0x2000138c       0x0000599f        22943           1155
   489	 0x20001390       0x00004c68        19560           984
   490	 0x20001394       0x00005c68        23656           1191
   491	 0x20001398       0x00006a8a        27274           1373
   492	 0x2000139c       0x00007c8c        31884           1605
   493	 0x200013a0       0x0000811d        33053           1664
   494	 0x200013a4       0x00006cac        27820           1400
   495	 0x200013a8       0x0000752e        29998           1510
   496	 0x200013ac       0x00007ac4        31428           1582
   497	 0x200013b0       0x000088dd        35037           1764
   498	 0x200013b4       0x00007238        29240           1472
   499	 0x200013b8       0x00008318        33560           1689
   500	 0x200013bc       0x00008c9c        35996           1812
   501	 0x200013c0       0x00008d1d        36125           1819
   502	 0x200013c4       0x00008d02        36098           1817
   503	 0x200013c8       0x00008bd2        35794           1802
   504	 0x200013cc       0x000091e8        37352           1880
   505	 0x200013d0       0x00009d2c        40236           2026
   506	 0x200013d4       0x00009888        39048           1966
   507	 0x200013d8       0x00008212        33298           1676
   508	 0x200013dc       0x00008e53        36435           1834
   509	 0x200013e0       0x00008280        33408           1682
   510	 0x200013e4       0x00008ed0        36560           1840
   511	 0x200013e8       0x00007f88        32648           1643
   512	 0x200013ec       0x00007238        29240           1472
   513	 0x200013f0       0x00008338        33592           1691
   514	 0x200013f4       0x00008b40        35648           1795
   515	 0x200013f8       0x000092ff        37631           1894
   516	 0x200013fc       0x00009847        38983           1962
   517	 0x20001400       0x0000836b        33643           1694
   518	 0x20001404       0x00008d2b        36139           1819
   519	 0x20001408       0x00008ba8        35752           1800
   520	 0x2000140c       0x000091bd        37309           1878
   521	 0x20001410       0x00009b53        39763           2002
   522	 0x20001414       0x00009f78        40824           2055
   523	 0x20001418       0x00008d0e        36110           1818
   524	 0x2000141c       0x00008b38        35640           1794
   525	 0x20001420       0x0000923a        37434           1884
   526	 0x20001424       0x00009b08        39688           1998
   527	 0x20001428       0x0000a02c        41004           2064
   528	 0x2000142c       0x00008b24        35620           1793
   529	 0x20001430       0x0000917c        37244           1875
   530	 0x20001434       0x000078dd        30941           1558
   531	 0x20001438       0x000068d3        26835           1351
   532	 0x2000143c       0x00005c13        23571           1186
   533	 0x20001440       0x00006beb        27627           1391
   534	 0x20001444       0x00007705        30469           1534
   535	 0x20001448       0x00006d8f        28047           1412
   536	 0x2000144c       0x000074d9        29913           1506
   537	 0x20001450       0x00007aed        31469           1584
   538	 0x20001454       0x0000888c        34956           1760
   539	 0x20001458       0x00007377        29559           1488
   540	 0x2000145c       0x00007f68        32616           1642
   541	 0x20001460       0x00007438        29752           1498
   542	 0x20001464       0x00007b98        31640           1593
   543	 0x20001468       0x00008607        34311           1727
   544	 0x2000146c       0x00007c21        31777           1600
   545	 0x20001470       0x000082d8        33496           1686
   546	 0x20001474       0x00008e59        36441           1834
   547	 0x20001478       0x00008178        33144           1668
   548	 0x2000147c       0x00006a08        27144           1366
   549	 0x20001480       0x000059cf        22991           1157
   550	 0x20001484       0x00004c86        19590           986
   551	 0x20001488       0x00005d58        23896           1203
   552	 0x2000148c       0x00006588        25992           1308
   553	 0x20001490       0x00006ae8        27368           1378
   554	 0x20001494       0x00007c40        31808           1601
   555	 0x20001498       0x000082e8        33512           1687
   556	 0x2000149c       0x00008d28        36136           1819
   557	 0x200014a0       0x00008b38        35640           1794
   558	 0x200014a4       0x00009187        37255           1875
   559	 0x200014a8       0x00007bae        31662           1594
   560	 0x200014ac       0x00008518        34072           1715
   561	 0x200014b0       0x00008518        34072           1715
   562	 0x200014b4       0x0000859f        34207           1722
   563	 0x200014b8       0x000084db        34011           1712
   564	 0x200014bc       0x000088bc        35004           1762
   565	 0x200014c0       0x0000737a        29562           1488
   566	 0x200014c4       0x00007e0b        32267           1624
   567	 0x200014c8       0x00007712        30482           1534
   568	 0x200014cc       0x00006f38        28472           1433
   569	 0x200014d0       0x00006800        26624           1340
   570	 0x200014d4       0x00005da1        23969           1206
   571	 0x200014d8       0x0000643d        25661           1292
   572	 0x200014dc       0x000072d2        29394           1480
   573	 0x200014e0       0x0000819b        33179           1670
   574	 0x200014e4       0x00006c71        27761           1397
   575	 0x200014e8       0x000073ec        29676           1494
   576	 0x200014ec       0x00007de3        32227           1622
   577	 0x200014f0       0x0000817f        33151           1669
   578	 0x200014f4       0x00006bc4        27588           1389
   579	 0x200014f8       0x00007818        30744           1548
   580	 0x200014fc       0x000069c8        27080           1363
   581	 0x20001500       0x000058c5        22725           1144
   582	 0x20001504       0x00005049        20553           1034
   583	 0x20001508       0x00004a44        19012           957
   584	 0x2000150c       0x00003c76        15478           779
   585	 0x20001510       0x00005092        20626           1038
   586	 0x20001514       0x00004a69        19049           959
   587	 0x20001518       0x00003e40        15936           802
   588	 0x2000151c       0x000048c4        18628           937
   589	 0x20001520       0x0000422b        16939           852
   590	 0x20001524       0x000038e2        14562           733
   591	 0x20001528       0x000035dc        13788           694
   592	 0x2000152c       0x000042c2        17090           860
   593	 0x20001530       0x000036bd        14013           705
   594	 0x20001534       0x000041db        16859           848
   595	 0x20001538       0x00003a27        14887           749
   596	 0x2000153c       0x000030b8        12472           628
   597	 0x20001540       0x00002d23        11555           581
   598	 0x20001544       0x000041f8        16888           850
   599	 0x20001548       0x000037fa        14330           721
   600	 0x2000154c       0x000038c2        14530           731
   601	 0x20001550       0x0000351e        13598           684
   602	 0x20001554       0x000045e3        17891           900
   603	 0x20001558       0x00005348        21320           1073
   604	 0x2000155c       0x000066e7        26343           1326
   605	 0x20001560       0x00006150        24912           1254
   606	 0x20001564       0x00005338        21304           1072
   607	 0x20001568       0x00006531        25905           1304
   608	 0x2000156c       0x00006f08        28424           1431
   609	 0x20001570       0x00006828        26664           1342
   610	 0x20001574       0x00005cd8        23768           1196
   611	 0x20001578       0x000067dc        26588           1338
   612	 0x2000157c       0x00005ec8        24264           1221
   613	 0x20001580       0x00005cfd        23805           1198
   614	 0x20001584       0x000066e8        26344           1326
   615	 0x20001588       0x00005fa6        24486           1232
   616	 0x2000158c       0x00005a16        23062           1161
   617	 0x20001590       0x00004c07        19463           980
   618	 0x20001594       0x00005ed3        24275           1222
   619	 0x20001598       0x00005ae3        23267           1171
   620	 0x2000159c       0x00006c40        27712           1395
   621	 0x200015a0       0x000078d8        30936           1557
   622	 0x200015a4       0x000068f8        26872           1353
   623	 0x200015a8       0x000059f8        23032           1159
   624	 0x200015ac       0x00004c1c        19484           981
   625	 0x200015b0       0x00005c5d        23645           1190
   626	 0x200015b4       0x00006bb0        27568           1388
   627	 0x200015b8       0x000078d0        30928           1557
   628	 0x200015bc       0x00006774        26484           1333
   629	 0x200015c0       0x00006107        24839           1250
   630	 0x200015c4       0x00005399        21401           1077
   631	 0x200015c8       0x00006759        26457           1332
   632	 0x200015cc       0x00005fdc        24540           1235
   633	 0x200015d0       0x00005710        22288           1122
   634	 0x200015d4       0x0000559f        21919           1103
   635	 0x200015d8       0x00005f84        24452           1231
   636	 0x200015dc       0x000059db        23003           1158
   637	 0x200015e0       0x00004bb8        19384           976
   638	 0x200015e4       0x00005d18        23832           1200
   639	 0x200015e8       0x0000688d        26765           1347
   640	 0x200015ec       0x00005c3c        23612           1188
   641	 0x200015f0       0x00006958        26968           1357
   642	 0x200015f4       0x00005a18        23064           1161
   643	 0x200015f8       0x00004a61        19041           958
   644	 0x200015fc       0x00003f82        16258           818
   645	 0x20001600       0x00003f65        16229           817
   646	 0x20001604       0x00003ed6        16086           809
   647	 0x20001608       0x00004918        18712           942
   648	 0x2000160c       0x00004054        16468           829
   649	 0x20001610       0x00003e53        15955           803
   650	 0x20001614       0x00004a3a        19002           956
   651	 0x20001618       0x00003bf1        15345           772
   652	 0x2000161c       0x00005198        20888           1051
   653	 0x20001620       0x00004702        18178           915
   654	 0x20001624       0x00004741        18241           918
   655	 0x20001628       0x00004698        18072           909
   656	 0x2000162c       0x00004ebc        20156           1014
   657	 0x20001630       0x00004f4a        20298           1022
   658	 0x20001634       0x00004de0        19936           1003
   659	 0x20001638       0x0000574f        22351           1125
   660	 0x2000163c       0x0000536d        21357           1075
   661	 0x20001640       0x00006570        25968           1307
   662	 0x20001644       0x00006de2        28130           1416
   663	 0x20001648       0x000072b0        29360           1478
   664	 0x2000164c       0x000080e8        33000           1661
   665	 0x20001650       0x00006d2b        27947           1407
   666	 0x20001654       0x0000742b        29739           1497
   667	 0x20001658       0x00007eb8        32440           1633
   668	 0x2000165c       0x000074a3        29859           1503
   669	 0x20001660       0x00007aef        31471           1584
   670	 0x20001664       0x000087e0        34784           1751
   671	 0x20001668       0x000076d8        30424           1531
   672	 0x2000166c       0x00006e77        28279           1423
   673	 0x20001670       0x00006a18        27160           1367
   674	 0x20001674       0x0000578f        22415           1128
   675	 0x20001678       0x00005299        21145           1064
   676	 0x2000167c       0x000045ac        17836           898
   677	 0x20001680       0x00005158        20824           1048
   678	 0x20001684       0x000046e0        18144           913
   679	 0x20001688       0x0000475f        18271           920
   680	 0x2000168c       0x00004600        17920           902
   681	 0x20001690       0x00005238        21048           1059
   682	 0x20001694       0x00004358        17240           868
   683	 0x20001698       0x000058a4        22692           1142
   684	 0x2000169c       0x00004fb8        20408           1027
   685	 0x200016a0       0x00004b78        19320           972
   686	 0x200016a4       0x00005f61        24417           1229
   687	 0x200016a8       0x000058e9        22761           1146
   688	 0x200016ac       0x00004d40        19776           995
