
		########################################
		#    ADC to memory transfer via DMA.   #
		########################################

Buffer 1:
========

 Index 	  Address         Value(h)        Value(d)     voltage (mV)
   534	 0x1ffff91c       0x00005a24        23076           1161
   535	 0x1ffff920       0x00004ab4        19124           962
   536	 0x1ffff924       0x00003ece        16078           809
   537	 0x1ffff928       0x00004866        18534           933
   538	 0x1ffff92c       0x0000439b        17307           871
   539	 0x1ffff930       0x0000581e        22558           1135
   540	 0x1ffff934       0x0000520c        21004           1057
   541	 0x1ffff938       0x000045df        17887           900
   542	 0x1ffff93c       0x00005110        20752           1044
   543	 0x1ffff940       0x000046d8        18136           913
   544	 0x1ffff944       0x00004818        18456           929
   545	 0x1ffff948       0x00004520        17696           891
   546	 0x1ffff94c       0x00005339        21305           1072
   547	 0x1ffff950       0x000064e0        25824           1300
   548	 0x1ffff954       0x00006ce0        27872           1403
   549	 0x1ffff958       0x00007668        30312           1526
   550	 0x1ffff95c       0x0000700d        28685           1444
   551	 0x1ffff960       0x00006541        25921           1305
   552	 0x1ffff964       0x00006c5e        27742           1396
   553	 0x1ffff968       0x000074b8        29880           1504
   554	 0x1ffff96c       0x00007d4b        32075           1615
   555	 0x1ffff970       0x00008068        32872           1655
   556	 0x1ffff974       0x00006e1a        28186           1419
   557	 0x1ffff978       0x0000713a        28986           1459
   558	 0x1ffff97c       0x00006079        24697           1243
   559	 0x1ffff980       0x00005721        22305           1123
   560	 0x1ffff984       0x0000537c        21372           1076
   561	 0x1ffff988       0x000063e7        25575           1287
   562	 0x1ffff98c       0x00007361        29537           1487
   563	 0x1ffff990       0x00008000        32768           1650
   564	 0x1ffff994       0x00006fd0        28624           1441
   565	 0x1ffff998       0x00006510        25872           1302
   566	 0x1ffff99c       0x00006c28        27688           1394
   567	 0x1ffff9a0       0x00007948        31048           1563
   568	 0x1ffff9a4       0x00006768        26472           1332
   569	 0x1ffff9a8       0x00006038        24632           1240
   570	 0x1ffff9ac       0x000056c4        22212           1118
   571	 0x1ffff9b0       0x00005459        21593           1087
   572	 0x1ffff9b4       0x00006590        26000           1309
   573	 0x1ffff9b8       0x00006baf        27567           1388
   574	 0x1ffff9bc       0x00007818        30744           1548
   575	 0x1ffff9c0       0x00006a08        27144           1366
   576	 0x1ffff9c4       0x0000581e        22558           1135
   577	 0x1ffff9c8       0x00005350        21328           1073
   578	 0x1ffff9cc       0x00006553        25939           1306
   579	 0x1ffff9d0       0x00006b75        27509           1385
   580	 0x1ffff9d4       0x00007a7d        31357           1578
   581	 0x1ffff9d8       0x000088f1        35057           1765
   582	 0x1ffff9dc       0x00007486        29830           1502
   583	 0x1ffff9e0       0x00007af8        31480           1585
   584	 0x1ffff9e4       0x00008670        34416           1732
   585	 0x1ffff9e8       0x00007ca8        31912           1606
   586	 0x1ffff9ec       0x000082ee        33518           1687
   587	 0x1ffff9f0       0x00008cdf        36063           1815
   588	 0x1ffff9f4       0x00008bf8        35832           1804
   589	 0x1ffff9f8       0x00008dcc        36300           1827
   590	 0x1ffff9fc       0x0000855c        34140           1719
   591	 0x1ffffa00       0x000085e0        34272           1725
   592	 0x1ffffa04       0x00007b7c        31612           1591
   593	 0x1ffffa08       0x00008608        34312           1727
   594	 0x1ffffa0c       0x00007bb8        31672           1594
   595	 0x1ffffa10       0x0000872a        34602           1742
   596	 0x1ffffa14       0x0000795f        31071           1564
   597	 0x1ffffa18       0x0000651f        25887           1303
   598	 0x1ffffa1c       0x00006f18        28440           1432
   599	 0x1ffffa20       0x000067ac        26540           1336
   600	 0x1ffffa24       0x00006094        24724           1244
   601	 0x1ffffa28       0x00005518        21784           1096
   602	 0x1ffffa2c       0x00005eb8        24248           1220
   603	 0x1ffffa30       0x00005c98        23704           1193
   604	 0x1ffffa34       0x00006860        26720           1345
   605	 0x1ffffa38       0x00005c98        23704           1193
   606	 0x1ffffa3c       0x0000671c        26396           1329
   607	 0x1ffffa40       0x00006005        24581           1237
   608	 0x1ffffa44       0x000059f8        23032           1159
   609	 0x1ffffa48       0x00004b6c        19308           972
   610	 0x1ffffa4c       0x00005f11        24337           1225
   611	 0x1ffffa50       0x00005a59        23129           1164
   612	 0x1ffffa54       0x00004a33        18995           956
   613	 0x1ffffa58       0x00003fdc        16348           823
   614	 0x1ffffa5c       0x00003e67        15975           804
   615	 0x1ffffa60       0x000047ca        18378           925
   616	 0x1ffffa64       0x000046e8        18152           914
   617	 0x1ffffa68       0x00004778        18296           921
   618	 0x1ffffa6c       0x000046fa        18170           914
   619	 0x1ffffa70       0x0000464a        17994           906
   620	 0x1ffffa74       0x00004f58        20312           1022
   621	 0x1ffffa78       0x00004e38        20024           1008
   622	 0x1ffffa7c       0x000057b6        22454           1130
   623	 0x1ffffa80       0x00005238        21048           1059
   624	 0x1ffffa84       0x000043a6        17318           872
   625	 0x1ffffa88       0x000057a5        22437           1129
   626	 0x1ffffa8c       0x00005482        21634           1089
   627	 0x1ffffa90       0x00006414        25620           1290
   628	 0x1ffffa94       0x00006f00        28416           1430
   629	 0x1ffffa98       0x00006878        26744           1346
   630	 0x1ffffa9c       0x00005bc8        23496           1183
   631	 0x1ffffaa0       0x00006cd3        27859           1402
   632	 0x1ffffaa4       0x000074c9        29897           1505
   633	 0x1ffffaa8       0x0000792c        31020           1561
   634	 0x1ffffaac       0x00006858        26712           1345
   635	 0x1ffffab0       0x00005c92        23698           1193
   636	 0x1ffffab4       0x00006ae7        27367           1378
   637	 0x1ffffab8       0x00007a5b        31323           1577
   638	 0x1ffffabc       0x00008758        34648           1744
   639	 0x1ffffac0       0x000079d3        31187           1570
   640	 0x1ffffac4       0x000066c4        26308           1324
   641	 0x1ffffac8       0x000061f7        25079           1262
   642	 0x1ffffacc       0x00005258        21080           1061
   643	 0x1ffffad0       0x00004322        17186           865
   644	 0x1ffffad4       0x00005b08        23304           1173
   645	 0x1ffffad8       0x00006d18        27928           1406
   646	 0x1ffffadc       0x00007280        29312           1475
   647	 0x1ffffae0       0x000082fc        33532           1688
   648	 0x1ffffae4       0x00008b38        35640           1794
   649	 0x1ffffae8       0x000093c5        37829           1904
   650	 0x1ffffaec       0x000095c1        38337           1930
   651	 0x1ffffaf0       0x00008878        34936           1759
   652	 0x1ffffaf4       0x00007601        30209           1521
   653	 0x1ffffaf8       0x000078dd        30941           1558
   654	 0x1ffffafc       0x00006950        26960           1357
   655	 0x1ffffb00       0x00005a10        23056           1160
   656	 0x1ffffb04       0x000049d9        18905           951
   657	 0x1ffffb08       0x00004048        16456           828
   658	 0x1ffffb0c       0x00003dd1        15825           796
   659	 0x1ffffb10       0x00004ad4        19156           964
   660	 0x1ffffb14       0x00003c47        15431           777
   661	 0x1ffffb18       0x00004f50        20304           1022
   662	 0x1ffffb1c       0x00004ebc        20156           1014
   663	 0x1ffffb20       0x00004e4a        20042           1009
   664	 0x1ffffb24       0x000055bc        21948           1105
   665	 0x1ffffb28       0x00005f00        24320           1224
   666	 0x1ffffb2c       0x00005a60        23136           1164
   667	 0x1ffffb30       0x00004c71        19569           985
   668	 0x1ffffb34       0x00005ca5        23717           1194
   669	 0x1ffffb38       0x000065d0        26064           1312
   670	 0x1ffffb3c       0x00006c9c        27804           1400
   671	 0x1ffffb40       0x0000755f        30047           1512
   672	 0x1ffffb44       0x00007a9c        31388           1580
   673	 0x1ffffb48       0x0000886a        34922           1758
   674	 0x1ffffb4c       0x000072e0        29408           1480
   675	 0x1ffffb50       0x0000828c        33420           1682
   676	 0x1ffffb54       0x00008ddc        36316           1828
   677	 0x1ffffb58       0x00008313        33555           1689
   678	 0x1ffffb5c       0x00008c48        35912           1808
   679	 0x1ffffb60       0x00008cda        36058           1815
   680	 0x1ffffb64       0x00008e98        36504           1838
   681	 0x1ffffb68       0x00008168        33128           1668
   682	 0x1ffffb6c       0x00006ab8        27320           1375
   683	 0x1ffffb70       0x00007c07        31751           1598
   684	 0x1ffffb74       0x00008498        33944           1709
   685	 0x1ffffb78       0x000088c0        35008           1762
   686	 0x1ffffb7c       0x000073bf        29631           1492
   687	 0x1ffffb80       0x00007dac        32172           1619
   688	 0x1ffffb84       0x00008128        33064           1664
   689	 0x1ffffb88       0x00006c10        27664           1392
   690	 0x1ffffb8c       0x00007908        30984           1560
   691	 0x1ffffb90       0x00006787        26503           1334
   692	 0x1ffffb94       0x00005e94        24212           1219
   693	 0x1ffffb98       0x00005d7f        23935           1205
   694	 0x1ffffb9c       0x000066c8        26312           1324
   695	 0x1ffffba0       0x000061ff        25087           1263
   696	 0x1ffffba4       0x0000516c        20844           1049
   697	 0x1ffffba8       0x000045a8        17832           897
   698	 0x1ffffbac       0x000053d4        21460           1080
   699	 0x1ffffbb0       0x00006488        25736           1295
   700	 0x1ffffbb4       0x00006d38        27960           1407
   701	 0x1ffffbb8       0x00007438        29752           1498
   702	 0x1ffffbbc       0x00007bb8        31672           1594
   703	 0x1ffffbc0       0x00008760        34656           1745
   704	 0x1ffffbc4       0x0000788c        30860           1553
